State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Progress (%)
JHARKHAND,COAL,594,EPR ROHINI KARKATA OCP,CCL,N06000243,1/2021,3/2028,N.A.,3/2028,"1,020.42",N.A.,"1,020.42",82.92,11.7
JHARKHAND,COAL,595,EXPANSION OF KONAR OCP,CCL,N06000245,1/2022,3/2032,N.A.,3/2032,799.34,N.A.,799.34,390.37,32
JHARKHAND,COAL,596,EXPANSION OF KARO OCP,CCL,N06000246,1/2022,3/2026,N.A.,3/2026,908.47,N.A.,908.47,145.93,17.2
JHARKHAND,COAL,597,EXPANSION OF ASHOK OCP,CCL,N06000247,5/2021,3/2028,N.A.,3/2028,"2,898.28",N.A.,"2,898.28",175.01,12.1
JHARKHAND,COAL,598,AMALGAMATED NTST KUJAMA OCP 8.5 MTY,BCCL,N06000273,1/2023,3/2030,N.A.,3/2030,"4,011.85",N.A.,"4,011.85",389.65,24.2
JHARKHAND,COAL,599,HURA C OC,ECL,N06000275,8/2022,3/2029,N.A.,3/2029,859.41,N.A.,859.41,33.33,62
JHARKHAND,DEPARTMENT OF HIGHER EDUCATION,600,2000 BOYS HOSTEL(1000 DOUBLE BEDDED ROOM) AT ISM DHANBAD,CPWD EDUCATION,N28000067,9/2012,3/2016,N.A.,3/2016,171.86,N.A.,171.86,175.52,0
JHARKHAND,PETROLEUM,601,DEVELOPMENT PLAN OF CBM - BOKARO BLOCK,ONGC,N16000239,12/2015,3/2023,Mar-24,3/2025,823.27,"1,137.79","1,137.79","1,058.54",83.1
JHARKHAND,PETROLEUM,602,DEVELOPMENT OF JHARIA CBM BLOCK (PHASE-1),ONGC,N16000445,11/2019,1/2024,Mar-24,12/2024,431.00,N.A.,431.00,162.50,56.65
JHARKHAND,PETROLEUM,603,LAYING OF NATURAL GAS PIPELINE FROM HAZARIBAGH TO RANCHI,IOCL,N16000480,3/2023,2/2026,N.A.,2/2026,202.07,N.A.,202.07,45.05,35.16
JHARKHAND,PETROLEUM,604,CGD PROJECT IN BIHAR JHARKHAND,HPCL,N16000497,6/2022,6/2030,N.A.,6/2030,"1,377.00",N.A.,"1,377.00",189.37,19
JHARKHAND,POWER,605,NORTH KARANPURA STPP (3X660 MW),NTPC,N18000177,2/2014,6/2019,Oct-22,12/2024,"16,242.90",N.A.,"17,007.00","15,361.62",85
JHARKHAND,POWER,606,PATRATU STPP-I (3X800MW),NTPC,N18000275,11/2017,3/2023,N.A.,11/2025,"17,112.00",N.A.,"17,112.00","13,151.45",68
JHARKHAND,POWER,607,BADAM COAL MINING PROJECT,NTPC,N18000367,2/2019,10/2024,N.A.,10/2024,501.79,N.A.,501.79,40.35,0
JHARKHAND,POWER,608,KERANDARI COAL MINING PROJECT,NTPC,N18000370,9/2015,11/2019,N.A.,11/2019,"1,553.00",N.A.,"2,804.00",0.00,0
JHARKHAND,RAILWAYS,609,"KODERMA-TILAIYA (NL), ECR",ECR,220100305,4/2002,,N.A.,3/2025,459.91,"1,625.87","1,700.00","1,802.45",70
JHARKHAND,RAILWAYS,610,BONDAMUNDA RANCHI DOUBLING,SER,N22000396,3/2016,3/2021,N.A.,6/2026,"1,724.20","3,029.04","3,029.04","2,207.61",80
JHARKHAND,RAILWAYS,611,LODHMA TO PISKA LINK LINE BY PASSING HATIA/RANCHI WITH Y CONNECTION (17.2 KM),SER,N22000508,4/2018,6/2022,N.A.,6/2026,428.65,N.A.,472.50,274.21,2
JHARKHAND,RAILWAYS,612,DOUBLING OF PRADHANKHUNTA JN -PATHERDIH BAZAR- BHOJUDIH,ECR,N22000529,11/2022,11/2027,N.A.,11/2027,202.00,349.22,349.22,9.54,0
JHARKHAND,RAILWAYS,613,KHARAGPUR-ADITYAPUR - 3RD LINE (132 KM),RVNL,N22000595,12/2015,3/2025,N.A.,3/2025,"1,116.00",N.A.,"3,270.07","2,899.45",0
JHARKHAND,RAILWAYS,614,3RD LINE BETWEEN DHANBAD SONNAGAR,RVNL,N22000599,11/2016,3/2026,N.A.,3/2026,"8,975.00",N.A.,"7,906.38","4,705.38",0
JHARKHAND,RAILWAYS,615,GARHWA ROAD - RAIL OVER RAIL,ECR,N22000610,3/2017,3/2024,N.A.,3/2025,262.71,N.A.,262.71,197.27,73
JHARKHAND,RAILWAYS,616,GOMOH - FLYOVER FOR DOWN TRAINS,ECR,N22000611,1/2018,12/2025,N.A.,12/2025,487.73,N.A.,487.73,318.38,16
JHARKHAND,ROAD TRANSPORT AND,617,FOUR LANING OF KHAJURI TO WYNDHAMGANJ FROM KM 219.600 TO KM 260.483 ON NH-75 PKG SEC-V ON HAM,NHAI,N24002053,4/2022,9/2025,N.A.,9/2025,"1,232.00","1,343.00","1,400.00",344.60,51.48
JHARKHAND,ROAD TRANSPORT AND,618,FOUR LANING OF BHOGU TO SANKHA FROM KM 147.450 TO KM 196.870 ON NH-75 PKG SEC-III,NHAI,N24002054,10/2022,11/2025,N.A.,11/2025,"1,390.77","1,391.00","1,600.00",205.88,54.03
JHARKHAND,ROAD TRANSPORT AND,619,FOUR LANING OF BASUKINATH- DEOGHAR SECTION OF NH-114A FROM KM 85.081 TO KM 130.240 UNDER NHDP PHASE-I,NHAI,N24002055,3/2023,12/2025,N.A.,12/2025,"1,444.94",N.A.,"1,444.94",0.00,0
JHARKHAND,ROAD TRANSPORT AND,620,BHARATMALA PARIYOJANA OF BOKARO JAINA MORE - GOLA SECTION OF NH-320 FROM KM. 21.110 TO KM. 53.600 IN,NHAI,N24002056,6/2020,6/2025,N.A.,6/2025,964.64,N.A.,964.64,362.33,35.86
JHARKHAND,ROAD TRANSPORT AND,621,FOUR LANING OF MEHGAMA HANSDIHA SECTION OF NH-33 FROM EXISTING KM 41.900 TO 93.000 IN THE STATE OF J,NHAI,N24002057,12/2022,5/2025,N.A.,5/2025,"1,443.77",N.A.,"1,443.77",0.00,0
JHARKHAND,ROAD TRANSPORT AND,622,FOUR LANING OF BARHI - KODERMA SECTION OF NH - 31,NHAI,N24000725,1/2018,11/2021,Oct-24,10/2024,273.46,N.A.,276.17,255.63,98
JHARKHAND,ROAD TRANSPORT AND,623,SIX LANING OF BIHAR - JHARKHAND BORDER (CHORDAHA) TO GORHAR SECTION,NHAI,N24000726,1/2018,11/2021,Jun-25,6/2025,"1,155.16",N.A.,950.49,629.74,69
JHARKHAND,ROAD TRANSPORT AND,624,WIDENING TO 2 LANE WITH PAVED SHOULDERS AND GEOMETRIC IMPROVEMENT OF NH-114A FROM KM 141 TO KM 184 I,MoRTH,N24001216,12/2016,9/2021,Dec-24,12/2024,196.00,N.A.,196.00,164.21,90
JHARKHAND,ROAD TRANSPORT AND,625,HARIHARGANJ TO PARWA MODE SECTION FROM KM 23.284 TO KM 57.049 OF NH-98,NHAI,N24001589,9/2020,3/2024,Dec-24,12/2024,755.26,N.A.,"1,039.00",550.12,82.62
JHARKHAND,ROAD TRANSPORT AND,626,4L FROM KM 196.87 (SANKHA) TO KM 219.6 (KHAJURI) ON NH-75 [REHLA / GARHWA BYPASS],NHAI,N24001590,9/2020,10/2023,Dec-24,12/2024,748.99,N.A.,903.00,813.91,99.99
JHARKHAND,ROAD TRANSPORT AND,627,ELEVATED CORRIDOR IN RANCHI CITY FROM KM 0.00 TO KM 3.260 OF NH-75 INCLUDING DOWN RAMP ON NH-23 FROM,NHAI,N24001594,2/2022,1/2025,N.A.,1/2025,534.73,N.A.,534.73,65.31,74.85
JHARKHAND,ROAD TRANSPORT AND,628,4L OF PALMA TO GUMLA SECTION OF NH23 FROM KM. 26.00 TO KM. 89.170 ON HAM MODE IN THE STATE OF JHARKH,NHAI,N24001595,8/2020,3/2024,N.A.,12/2024,"1,034.00","1,785.18","1,785.18",41.50,90.04
JHARKHAND,ROAD TRANSPORT AND,629,4L OF MIRZA CHAUKI TO FARKKA SECTION OF NH80 FROM KM 215.00 TO KM 260.00 ON HAM MODE IN THE STATE OF,NHAI,N24001596,11/2021,7/2023,Jun-25,6/2025,"1,302.72","1,504.80","1,504.80",837.23,61.78
JHARKHAND,ROAD TRANSPORT AND,630,FOUR LANING WITH PAVED SHOULDER OF SECTION FROM KM 53.600 (GOLA ON NH-320) TO KM 81.446 (ORMANJHI ON,NHAI,N24001854,6/2023,6/2025,N.A.,6/2025,"1,214.93","1,324.95","1,324.95",650.50,50
JHARKHAND,ROAD TRANSPORT AND,631,WIDENING TO 2-LANE WITH PAVED SHOULDER FROM KM 0.00 TO 44.00 (KURU-GHAGHRA SECTION) OF NH-143A INCLU,MoRTH,N24001922,2/2020,8/2023,Dec-24,12/2024,153.01,N.A.,153.01,83.63,84
JHARKHAND,ROAD TRANSPORT AND,632,WIDENING AND STRENGTHENING OF EXISTING PAVEEMNT TO TWO LANE WITH PAVED SHOULDERS FROM KM 116.00 TO K,MoRTH,N24001923,1/2022,7/2024,Dec-24,12/2024,315.21,N.A.,315.21,81.74,75
JHARKHAND,ROAD TRANSPORT AND,633,WIDENING AND STRENGTHENING TO TWO LANE WITH PAVED SHOULDER/TWO LANE+ PAVED SHOULDER WITH SERVICE ROA,MoRTH,N24001924,3/2022,8/2025,N.A.,8/2025,514.22,N.A.,514.22,10.49,6
JHARKHAND,ROAD TRANSPORT AND,634,WIDENING AND STRENGTHENING/RECONSTRUC TION TO TWO LANE WITH PAVED SHOULDER/ TWO LANE WITH PAVED SHOUL,MoRTH,N24001925,3/2022,8/2025,N.A.,8/2025,423.18,N.A.,423.18,0.11,0
JHARKHAND,STEEL,635,NEW SINTER PLANT AT BOKARO STEEL PLANT,SAIL,N12000095,3/2015,10/2017,Nov-26,11/2026,"1,034.01","1,752.30","1,752.30",872.02,51.75
JHARKHAND,STEEL,636,REVAMPING OF OLD SUB SYSTEM OF BLAST FURNACE 3 AT BOKARO STEEL PLANT,SAIL,N12000129,9/2023,7/2025,N.A.,7/2025,513.82,N.A.,513.82,82.67,48
JHARKHAND,STEEL,637,REBUILDING OF COKE OVEN BATTERY NO.6 OF BOKARO STEEL PLANT,SAIL,N12000133,11/2023,11/2026,N.A.,11/2026,627.31,N.A.,627.31,60.85,24
JHARKHAND,STEEL,638,REPLACEMENT OF REMAINING 04 NOS. OF BATTERY CYCLONES WITH 04 NOS. OF ESPS IN SINTER PLANT-1 AT BSL,SAIL,N12000135,3/2024,6/2026,N.A.,6/2026,260.37,N.A.,260.37,0.00,2.5
KARNATAKA,CIVIL AVIATION,639,BELAGAVI AIRPORT- EXPANSION OF TERMINAL BUILDING AND ASSOCIATED WORKS,AAI,N04000105,6/2023,2/2026,N.A.,2/2026,322.45,N.A.,322.45,47.35,25
KARNATAKA,CIVIL AVIATION,640,HUBBALI AIRPORT - CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS,AAI,N04000108,6/2023,2/2026,N.A.,1/2026,320.47,N.A.,320.47,24.25,19
KARNATAKA,DEPARTMENT OF HIGHER EDUCATION,641,"CONSTRUCTION OF PERMANENT CAMPUS FOR INDIAN INSTITUTE OF TECHNOLOGY, DHARWAD (PHASE 1A)",CPWD EDUCATION,N42000006,7/2019,3/2022,Oct-22,3/2023,851.00,851.00,851.00,886.26,100
KARNATAKA,DEPARTMENT OF HIGHER EDUCATION,642,ADDITIONAL INFRASTRUCTURE AT IISC BANGALORE SH RCC MONOLITHIC FOR MEN WOMEN HOSTEL,CPWD,N42000010,8/2021,2/2024,Nov-24,11/2024,316.25,N.A.,316.25,333.42,94
KARNATAKA,PETROLEUM,643,CONSTRUCTION OF 80000MT LPG CAVERN AT MANGALORE,HPCL,N16000369,12/2018,12/2022,Mar-25,3/2025,854.00,854.00,854.00,647.64,92.4
KARNATAKA,PETROLEUM,644,"REVAMPING, AUGMENTATION OF FACILITIES AT EXISTING PORT TERMINAL AT MANGALORE",IOCL,N16000437,1/2022,7/2025,Dec-25,12/2025,463.00,500.62,500.62,184.54,58.3
KARNATAKA,PETROLEUM,645,POWER SYSTEM UPGRADATION PROJECT,MANGALORE REFIN,N16000509,10/2023,2/2026,N.A.,2/2026,385.00,N.A.,385.00,58.60,30.92
KARNATAKA,PETROLEUM,646,DEMO PLANT FOR PRODUCTION OF BIO-ATF,MANGALORE REFIN,N16000536,3/2024,3/2027,N.A.,3/2027,364.00,N.A.,364.00,7.24,0.5
KARNATAKA,POWER,647,TS FOR INTRGRATION OF RE ZONE (PHASE II) IN KOPPAL II (PHASE A and B) AND GADAG II (PHASE A) IN KARN,PGCIL,N18000385,12/2023,12/2025,N.A.,12/2025,"2,889.00",N.A.,"2,889.00",157.00,8
KARNATAKA,POWER,648,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD]",PGCIL,N18000388,2/2024,2/2026,N.A.,2/2026,"2,148.00",N.A.,"2,148.00",173.00,17
KARNATAKA,RAILWAYS,649,TUMKUR-CHITRADURGA- DAVENGERE NL,SWR,N22000256,4/2011,,N.A.,12/2027,"1,801.01",N.A.,"1,801.01",488.95,12
KARNATAKA,RAILWAYS,650,BAGALKOT-KUDACHI NL,SWR,N22000258,4/2010,3/2016,N.A.,3/2027,986.30,"1,378.00","1,378.00",564.54,34
KARNATAKA,RAILWAYS,651,HOSPET-HUBLI-LONDA- VASCODAGAMA DL,RVNL,N22000297,4/2010,3/2023,N.A.,12/2026,"2,127.00",N.A.,"3,692.60","3,505.49",0
KARNATAKA,RAILWAYS,652,GADAG-WADI NL,SWR,N22000299,4/2013,12/2018,N.A.,12/2027,"2,841.84",N.A.,"2,841.84","1,217.38",28
KARNATAKA,RAILWAYS,653,MARIKUPPAM - KUPPAM,SWR,N22000308,4/2012,3/2016,N.A.,12/2026,279.54,296.72,296.72,106.75,14
KARNATAKA,RAILWAYS,654,KADUR CHIKMAGALUR SAKLESHPUR NEW LINE (93 KM),SWR,N22000486,3/1996,3/2017,N.A.,3/2026,644.78,825.31,825.31,618.97,66
KARNATAKA,RAILWAYS,655,BAIYYAPPANAHALLI-HOSUR (48 KM),NCRTC,N22000542,4/2019,3/2026,N.A.,3/2026,375.67,N.A.,375.67,0.00,0
KARNATAKA,RAILWAYS,656,YESHVANTHPUR- CHANNASANDRA (21.7 KM),NCRTC,N22000543,4/2019,3/2026,N.A.,3/2026,169.65,N.A.,169.65,71.75,0
KARNATAKA,RAILWAYS,657,BELGAUM-DHARWAD VIA KITTUR (73.10 KM) (UMBRELLA WORK PB#22/2019-20/NR),SWR,N22000557,9/2020,3/2026,N.A.,12/2027,"1,590.80",927.42,927.42,0.40,0
KARNATAKA,RAILWAYS,658,HASSAN (ALUR) - BELUR (32 KM) (UMBRELLA WORK PB#23/2018- 19/NR),SWR,N22000558,6/2019,4/2028,N.A.,3/2028,663.03,748.85,748.85,0.34,1
KARNATAKA,RAILWAYS,659,SHIMOGA-SHIKARIPURA- RANEBENNUR (UMBRELLA WORK PB#23/2018-19/NR),SWR,N22000559,9/2019,12/2027,N.A.,12/2027,"1,453.73",994.47,994.47,66.21,7
KARNATAKA,RAILWAYS,660,BANGALORE-WHITEFIELD- BANGALORE CITY- KRISHNARAJAPURAM QUADRUPLING,SWR,N22000621,3/2018,3/2025,N.A.,6/2025,492.87,N.A.,492.87,176.78,46
KARNATAKA,ROAD TRANSPORT AND,661,WIDENING TO 2 LANE WITH PAVED SHOULDERS FROM DESIGN KM 103.200 (EXISTING KM 103.200) TO DESIGN KM 11,MoRTH,N24002186,3/2024,9/2025,N.A.,9/2025,166.58,N.A.,166.58,3.62,0
KARNATAKA,ROAD TRANSPORT AND,662,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDER FROM KM 55.6 TO KM 90.7 (EXISTING CHAINAGES) OF NH-766C (,MoRTH,N24002187,2/2024,2/2026,N.A.,2/2026,313.56,N.A.,313.56,53.65,0
KARNATAKA,ROAD TRANSPORT AND,663,WIDENING TO 2L+PS FROM KM 71.00 TO 104.00 (EXISTING CHAINAGES) (SARJAPUR TO PATTADKALLU) ON BHANAPUR,MoRTH,N24002188,3/2024,3/2026,N.A.,3/2026,445.62,N.A.,445.62,33.24,0
KARNATAKA,ROAD TRANSPORT AND,664,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 0.00 (DESIGN CHAINAGE 0.00) TO KM 23.338 (DESIGN C,MoRTH,N24002189,9/2024,3/2026,N.A.,3/2026,196.05,N.A.,196.05,2.34,0
KARNATAKA,ROAD TRANSPORT AND,665,STRENGTHENING AND WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM.106.00 TO 153.00 OF NH-218 BIJAP,MoRTH,N24000334,3/2015,11/2015,Aug-24,8/2024,165.67,N.A.,165.67,126.47,99
KARNATAKA,ROAD TRANSPORT AND,666,4-LANING OF GOA/KARNATAKA BORDER-KUNDAPUR SECTION,NHAI,N24000462,5/2014,8/2016,Jan-20,3/2025,"1,655.01","1,990.99","1,990.99","1,807.49",97.8
KARNATAKA,ROAD TRANSPORT AND,667,4-LANNING EXISTING KM 189.700 TO 237.00] HASSAN TO MARANAHALLY,NHAI,N24000552,3/2016,3/2019,Dec-23,3/2025,701.40,591.86,701.40,463.20,81
KARNATAKA,ROAD TRANSPORT AND,668,HOSPET-BELLARY-KARNATAKA AP BORDER,NHAI,N24000603,8/2016,3/2019,May-25,5/2025,"1,167.42",N.A.,"1,224.01",851.32,80.85
KARNATAKA,ROAD TRANSPORT AND,669,WIDENING TO TWO LANE WITH PAVED SHOULDER FROM KM 544.200 TO KM 594.000 OF NH- 150A HOSMANE CROSS ? PA,MoRTH,N24001156,1/2017,9/2017,May-23,5/2023,166.67,N.A.,264.34,192.08,100
KARNATAKA,ROAD TRANSPORT AND,670,IMPROVEMENTS AND RECONSTRUCTION TO TWO LANE WITH PAVED SHOULDERS FROM KM 243.20 TO KM 290.20 OF NH,MoRTH,N24001157,8/2016,2/2017,Jul-24,7/2024,175.50,N.A.,241.60,189.72,90
KARNATAKA,ROAD TRANSPORT AND,671,RECONSTRUCTION TO TWO LANE WITH PAVED SHOULDERS FROM DS. CH. 442+180 (EX. KM 448.00) TO DS. CH.485+2,MoRTH,N24001158,3/2018,6/2019,Dec-23,12/2023,159.97,N.A.,242.61,113.15,100
KARNATAKA,ROAD TRANSPORT AND,672,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 20.150 TO KM 40.00 OF BC ROAD KOTTIGEHARA SECTION,MoRTH,N24001159,1/2018,7/2018,N.A.,3/2022,159.70,N.A.,159.70,142.88,100
KARNATAKA,ROAD TRANSPORT AND,673,WIDENING TO TWO LANE WITH PAVED SHOULDER FROM KM 194.900 TO KM 243.200 OF NH- 234 BANAVARA-HULIYAR,MoRTH,N24001160,9/2017,10/2018,Apr-22,4/2022,191.60,N.A.,191.60,112.03,100
KARNATAKA,ROAD TRANSPORT AND,674,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM 24.600 TO 70.063 OF MUDIGERE TO KADUR SECTION OF NH-,MoRTH,N24001161,12/2017,1/2019,Apr-22,4/2022,297.30,N.A.,318.28,280.25,100
KARNATAKA,ROAD TRANSPORT AND,675,IMPROVEMENT AND RECONSTRUCTION TO TWO LANE WITH PAVED SHOULDERS FROM KM 489.845 (NEW KM.58.125) AN,MoRTH,N24001162,3/2018,10/2018,Nov-22,11/2022,325.86,N.A.,386.41,356.78,100
KARNATAKA,ROAD TRANSPORT AND,676,WIDENING TO 2 LANE WITH PAVED SHOULDERS FROM KM 0 TO 54 OF NH-50 UNDER EPC MODE IN THE STATE OF KARN,MoRTH,N24001164,10/2016,3/2017,Jul-22,7/2022,396.96,N.A.,396.96,329.58,100
KARNATAKA,ROAD TRANSPORT AND,677,WIDENING TO 2 LANE WITH PAVED SHOULDERS FROM KM 34.00 TO 70.900 OF NH-150 UNDER EPC MODE IN THE STAT,MoRTH,N24001165,11/2016,3/2017,Oct-21,10/2021,314.90,N.A.,314.90,233.95,100
KARNATAKA,ROAD TRANSPORT AND,678,WIDENING TWO LANE WITH PAVED SHOULDERS FROM FROM KM.56.00 TO 106.00 OF NH- 218 (218-KNT-2014-15-775),MoRTH,N24001166,3/2015,1/2016,N.A.,7/2024,159.12,N.A.,159.12,127.72,98
KARNATAKA,ROAD TRANSPORT AND,679,ESTIMATE FOR WIDENING TWO LANE TO FOUR LANE FROM FROM KM.129.00 TO 144.00 OF NH-63 ANKOLA-GOOTY SECT,MoRTH,N24001168,5/2018,5/2018,Dec-23,12/2023,171.60,N.A.,171.60,134.81,100
KARNATAKA,ROAD TRANSPORT AND,680,WIDENING TO TWO LANE WITH PAVED SHOULDER FROM KM 4.40 TO KM 56.00 OF NH-218 BIJAPURA-HUBLI SECTION U,MoRTH,N24001172,1/2017,8/2017,N.A.,6/2022,291.49,N.A.,291.49,238.77,100
KARNATAKA,ROAD TRANSPORT AND,681,CONSTRUCTION OF MAJOR BRIDGE AT KM 180.865 ACROSS RIVER KRISHNA ON NH-167 HAGARI ? JADERCELA SECTION,MoRTH,N24001173,2/2017,5/2019,N.A.,10/2025,157.32,188.00,187.61,62.31,60
KARNATAKA,ROAD TRANSPORT AND,682,WIDENING TO 2-LANE WIH PAVED SHOULDER FROM KM. 544.20 TO 594.00 (HOSAMANE CROSS TO PANDAVAPURA) SECT,MoRTH,N24001387,1/2017,9/2017,May-23,5/2023,264.34,N.A.,264.34,201.07,100
KARNATAKA,ROAD TRANSPORT AND,683,CONSTRUCTION OF MAJOR BRIDGE ACROSS SHARAVATHI BACKWATERS AND APPROCHES BETWEEN AMBARGODU AND KALASA,MoRTH,N24001388,3/2019,12/2019,Nov-24,11/2024,423.15,N.A.,423.15,284.58,82
KARNATAKA,ROAD TRANSPORT AND,684,4L OF ADDAHOLE TO BANTWAL CROSS SECTION INCLUDING FLYOVER AT KALLADKA TOWN,NHAI,N24001425,3/2021,11/2021,Mar-25,3/2025,"1,100.88","1,713.98","1,713.98",940.93,67
KARNATAKA,ROAD TRANSPORT AND,685,4L OF ADDAHOLE TO BANTWAL CROSS SECTION,NHAI,N24001426,3/2021,10/2021,Mar-25,3/2025,317.90,576.32,576.32,343.47,95
KARNATAKA,ROAD TRANSPORT AND,686,6L FROM SANKESHWAR BYPASS TO MH KNT BORDER FROM KM. 555.017 TO KM. 592.853 OF NH-48 (PKG II),NHAI,N24001598,1/2022,4/2025,Apr-25,4/2025,"1,388.70","1,388.70","1,388.70",347.10,53.5
KARNATAKA,ROAD TRANSPORT AND,687,BELAKERI PORT TO KUMTA - SIRSI ROAD FROM KM 0.00 - KM 4.265 OF BELEKERI PORT ROAD LINK RD. AND KM 4.,NHAI,N24001599,3/2018,12/2022,Dec-22,5/2025,440.16,N.A.,440.16,309.40,58.84
KARNATAKA,ROAD TRANSPORT AND,688,BANGALORE/TN BORDER TO HOSKOTE,NHAI,N24001674,2/2023,2/2025,N.A.,2/2025,"1,240.60",N.A.,"1,240.60",669.74,70.19
KARNATAKA,ROAD TRANSPORT AND,689,6L OF MH/KN BORDER (NIMBAL VILLAGE) TO KN/TS BORDER (SINGNODI VILLAGE) FROM KM. 162.5 TO KM. 203.100,NHAI,N24001675,11/2022,5/2025,N.A.,5/2025,"1,732.73",N.A.,"1,732.73",540.35,95.67
KARNATAKA,ROAD TRANSPORT AND,690,6L OF MH/KN BORDER (NIMBAL VILLAGE) TO KN/TS BORDER (SINGNODI VILLAGE) FROM KM. 26.000 TO KM. 97.000,NHAI,N24001676,12/2022,6/2025,N.A.,6/2025,"2,718.46",N.A.,"2,718.46",312.90,36.41
KARNATAKA,ROAD TRANSPORT AND,691,BALANCE WORK OF 2L PS FROM KM 30.800 TO 70.800 AND 2L WITH RIGID CARRIAGEWAY FROM 70.800 TO KM 84.12,NHAI,N24001677,11/2022,5/2024,May-24,5/2024,226.76,226.76,226.76,70.45,54
KARNATAKA,ROAD TRANSPORT AND,692,6L FROM BELGAUM TO SANKESHWAR BYPASS FROM KM 515.000 TO KM 555.017 OF NH 48,NHAI,N24001679,10/2022,4/2025,Apr-25,4/2025,"1,479.30","1,479.30","1,479.30",443.60,63.32
KARNATAKA,ROAD TRANSPORT AND,693,4L OF SANNUR TO BIKARNAKATTE SECTION FROM KARKALA TO MANGALORE,NHAI,N24001680,3/2021,10/2024,Dec-25,12/2025,"1,409.68","1,633.91","1,633.91",827.59,44.45
KARNATAKA,ROAD TRANSPORT AND,694,TUMKUR - NELAMANGALA(6L),NHAI,N24001681,8/2022,8/2025,Aug-25,12/2025,"2,032.15","2,032.15","2,032.15",164.69,43.8
KARNATAKA,ROAD TRANSPORT AND,695,UPGRADATION 2/4 LANE NH CONNECTIVITY UNDER SAGARMALA SCHEME SH 2 HAVERI YEKAMBI SH 69 YEKAMBI KUMTA,NHAI,N24001682,3/2022,3/2024,Sep-25,9/2025,294.62,309.90,309.90,32.56,13.47
KARNATAKA,ROAD TRANSPORT AND,696,AURAD - BIDAR KM 0.00 TO KM 45.878,NHAI,N24001683,9/2021,4/2023,Dec-24,12/2024,912.37,N.A.,424.16,330.84,98.45
KARNATAKA,ROAD TRANSPORT AND,697,4L OF CHANNARAYAPATNA BYPASS AND HASSAN BYPASS WITH STRUCTURES IN DEVIHALLI -HASSAN SECTION,NHAI,N24001684,9/2020,1/2023,Sep-20,5/2025,688.00,602.09,688.00,474.34,75.93
KARNATAKA,ROAD TRANSPORT AND,698,FOUR LANING OF BANAVARA TO BETTADAHALLI SECTION FROM KM. 119+790 (DESIGN KM. 121+900) TO KM. 166+100,NHAI,N24001686,3/2021,3/2023,Jan-25,1/2025,"1,065.06","1,444.50","1,444.50",160.13,89.47
KARNATAKA,ROAD TRANSPORT AND,699,FOUR LANING OF BETTADAHALLI TO SRIRAMPURA SECTION FROM KM. 166+100 (DESIGN KM. 170+415) TO KM. 217+0,NHAI,N24001687,10/2021,10/2023,Mar-25,3/2025,"1,331.77","2,082.98","2,082.98",341.64,69.51
KARNATAKA,ROAD TRANSPORT AND,700,FOUR LANING OF KARADI TO BANAVARA SECTION FROM KM. 66+540 (DESIGN KM. 65+195) TO KM. 119+790 (DESIGN,NHAI,N24001691,10/2019,10/2021,Jan-25,1/2025,"1,225.24","1,505.85","1,505.85",79.09,93.79
KARNATAKA,ROAD TRANSPORT AND,701,BALANCE WORK OF CONTSRUCTION OF TWO/FOUR LANE WITH PAVED SHOULDER FROM KM. 54.370 TO KM. 101.400 (BI,MoRTH,N24001936,3/2021,3/2023,Jul-24,7/2024,344.79,N.A.,344.79,10.00,90
KARNATAKA,ROAD TRANSPORT AND,702,BALANCE WORK OF REHABILITATION AND UPGRADING TO 2LANE/2LANE WITH PAVED SHOULDER CONFIGURATION AND ST,MoRTH,N24001937,2/2023,2/2024,Feb-25,2/2025,398.48,N.A.,398.48,5.00,50
KARNATAKA,ROAD TRANSPORT AND,703,"CONSTRUCTION OF ELEVATED CORRIDOR FROM KM. 135.650 TO 136.300 ON 63, FROM KM. 249 TO KM. 250.050 ON",MoRTH,N24001938,6/2021,6/2024,Jun-25,6/2025,298.00,N.A.,298.00,10.70,52
KARNATAKA,ROAD TRANSPORT AND,704,WIDENING TO 2 LANE WITH PAVED SHOULDERS FROM DESIGN KM 103.200 (EXISTING KM 103.200) TO DESIGN KM 11,MoRTH,N24001940,1/2023,1/2026,Sep-25,9/2025,166.58,N.A.,166.58,3.54,0
KARNATAKA,ROAD TRANSPORT AND,705,WIDENING TO 4 LANE FROM KM. 133.00 TO 158.04 (DESIGN CHAINAGE KM. 130.88 TO 155.145) (SHIRUR CROSS T,MoRTH,N24001941,1/2023,1/2025,Jan-25,1/2025,350.69,N.A.,350.69,10.00,56
